关卡id	挑战本关需求杀怪	手动杀怪掉落ID	功能开启	新手引导标示	是否可退出/暂停	首通奖励	掉落预览	战斗背景	战斗阵型	挂机阵型	挂机掉落经验	挂机掉落金币	挂机掉落英雄经验	挂机掉落突破石
605	10	10605	0	0	1	user.xp:6300,user.gold:71000,user.hero_exp:121000		1	1000605	1000001|1000002	924	1125	2110	0.5725
606	10	10606	0	0	1	user.bindcash:25,user.xp:6300,user.gold:71000,user.hero_exp:121000		1	1000606	1000001|1000002	926	1127	2113	0.574
607	10	10607	0	0	1	user.xp:6300,user.gold:71000,user.hero_exp:121000		1	1000607	1000001|1000002	927	1128	2115	0.5755
608	10	10608	0	0	1	user.xp:6300,user.gold:71000,user.hero_exp:121600		1	1000608	1000001|1000002	928	1129	2118	0.577
609	10	10609	0	0	1	user.bindcash:25,user.xp:6300,user.gold:71000,user.hero_exp:121600		1	1000609	1000001|1000002	929	1131	2121	0.5784
610	10	10610	0	0	1	user.xp:6300,user.gold:72000,user.hero_exp:122200		1	1000610	1000001|1000002	931	1132	2123	0.5799
611	10	10611	0	0	1	user.xp:6300,user.gold:72000,user.hero_exp:122200		1	1000611	1000001|1000002	932	1134	2126	0.5814
612	10	10612	0	0	1	user.bindcash:25,user.xp:6300,user.gold:72000,user.hero_exp:122200		1	1000612	1000001|1000002	933	1135	2129	0.5829
613	10	10613	0	0	1	user.xp:6400,user.gold:72000,user.hero_exp:122900		1	1000613	1000001|1000002	934	1137	2132	0.5844
614	10	10614	0	0	1	user.xp:6400,user.gold:72000,user.hero_exp:122900		1	1000614	1000001|1000002	936	1138	2134	0.5859
615	10	10615	0	0	1	user.bindcash:25,user.xp:6400,user.gold:72000,user.hero_exp:123600		1	1000615	1000001|1000002	937	1140	2137	0.5875
616	10	10616	0	0	1	user.xp:6400,user.gold:72000,user.hero_exp:123600		1	1000616	1000001|1000002	938	1141	2140	0.589
617	10	10617	0	0	1	user.xp:6400,user.gold:72000,user.hero_exp:123600		1	1000617	1000001|1000002	940	1142	2142	0.5905
618	10	10618	0	0	1	user.bindcash:25,user.xp:6400,user.gold:73000,user.hero_exp:124400		1	1000618	1000001|1000002	941	1144	2145	0.592
619	10	10619	0	0	1	user.xp:6400,user.gold:73000,user.hero_exp:124400		1	1000619	1000001|1000002	942	1145	2148	0.5935
620	10	10620	0	0	1	user.xp:6500,user.gold:73000,user.hero_exp:125100		1	1000620	1000001|1000002	943	1147	2151	0.5951
621	10	10621	0	0	1	user.bindcash:25,user.xp:6500,user.gold:73000,user.hero_exp:125100		1	1000621	1000001|1000002	945	1148	2154	0.5966
622	10	10622	0	0	1	user.xp:6500,user.gold:73000,user.hero_exp:125100		1	1000622	1000001|1000002	946	1150	2156	0.5982
623	10	10623	0	0	1	user.xp:6500,user.gold:74000,user.hero_exp:126000		1	1000623	1000001|1000002	947	1151	2159	0.5997
624	10	10624	0	0	1	user.bindcash:25,user.xp:6500,user.gold:74000,user.hero_exp:126000		1	1000624	1000001|1000002	949	1153	2162	0.6013
625	10	10625	0	0	1	user.xp:6600,user.gold:74000,user.hero_exp:126800		1	1000625	1000001|1000002	950	1154	2165	0.6028
626	10	10626	0	0	1	user.xp:6600,user.gold:74000,user.hero_exp:126800		1	1000626	1000001|1000002	951	1156	2168	0.6044
627	10	10627	0	0	1	user.bindcash:25,user.xp:6600,user.gold:74000,user.hero_exp:126800		1	1000627	1000001|1000002	953	1157	2170	0.606
628	10	10628	0	0	1	user.xp:6600,user.gold:75000,user.hero_exp:127800		1	1000628	1000001|1000002	954	1159	2173	0.6075
629	10	10629	0	0	1	user.xp:6600,user.gold:75000,user.hero_exp:127800		1	1000629	1000001|1000002	955	1160	2176	0.6091
630	10	10630	0	0	1	user.bindcash:25,user.xp:6700,user.gold:75000,user.hero_exp:128700		1	1000630	1000001|1000002	957	1162	2179	0.6107
631	10	10631	0	0	1	user.xp:6700,user.gold:75000,user.hero_exp:128700		1	1000631	1000001|1000002	958	1163	2182	0.6123
632	10	10632	0	0	1	user.xp:6700,user.gold:75000,user.hero_exp:128700		1	1000632	1000001|1000002	959	1165	2185	0.6139
633	10	10633	0	0	1	user.bindcash:25,user.xp:6700,user.gold:76000,user.hero_exp:129700		1	1000633	1000001|1000002	961	1166	2187	0.6155
634	10	10634	0	0	1	user.xp:6700,user.gold:76000,user.hero_exp:129700		1	1000634	1000001|1000002	962	1168	2190	0.6171
635	10	10635	0	0	1	user.xp:6800,user.gold:76000,user.hero_exp:130800		1	1000635	1000001|1000002	963	1169	2193	0.6187
636	10	10636	0	0	1	user.bindcash:25,user.xp:6800,user.gold:76000,user.hero_exp:130800		1	1000636	1000001|1000002	965	1171	2196	0.6203
637	10	10637	0	0	1	user.xp:6800,user.gold:76000,user.hero_exp:130800		1	1000637	1000001|1000002	966	1173	2199	0.6219
638	10	10638	0	0	1	user.xp:6800,user.gold:77000,user.hero_exp:131900		1	1000638	1000001|1000002	967	1174	2202	0.6235
639	10	10639	0	0	1	user.bindcash:25,user.xp:6800,user.gold:77000,user.hero_exp:131900		1	1000639	1000001|1000002	969	1176	2205	0.6251
640	10	10640	0	0	1	user.xp:6900,user.gold:78000,user.hero_exp:133000		1	1000640	1000001|1000002	970	1177	2208	0.6268
641	10	10641	0	0	1	user.xp:6900,user.gold:78000,user.hero_exp:133000		1	1000641	1000001|1000002	971	1179	2211	0.6284
642	10	10642	0	0	1	user.bindcash:25,user.xp:6900,user.gold:78000,user.hero_exp:133000		1	1000642	1000001|1000002	973	1180	2214	0.63
643	10	10643	0	0	1	user.xp:6900,user.gold:78000,user.hero_exp:134200		1	1000643	1000001|1000002	974	1182	2217	0.6317
644	10	10644	0	0	1	user.xp:6900,user.gold:78000,user.hero_exp:134200		1	1000644	1000001|1000002	976	1184	2220	0.6333
645	10	10645	0	0	1	user.bindcash:25,user.xp:7000,user.gold:79000,user.hero_exp:135400		1	1000645	1000001|1000002	977	1185	2223	0.635
646	10	10646	0	0	1	user.xp:7000,user.gold:79000,user.hero_exp:135400		1	1000646	1000001|1000002	978	1187	2226	0.6366
647	10	10647	0	0	1	user.xp:7000,user.gold:79000,user.hero_exp:135400		1	1000647	1000001|1000002	980	1188	2229	0.6383
648	10	10648	0	0	1	user.bindcash:25,user.xp:7100,user.gold:80000,user.hero_exp:136600		1	1000648	1000001|1000002	981	1190	2232	0.64
649	10	10649	0	0	1	user.xp:7100,user.gold:80000,user.hero_exp:136600		1	1000649	1000001|1000002	983	1192	2235	0.6416
650	10	10650	0	0	1	user.xp:7100,user.gold:80000,user.hero_exp:137100		1	1000650	1000001|1000002	984	1193	2238	0.6433
651	10	10651	0	0	1	user.bindcash:25,user.xp:7100,user.gold:80000,user.hero_exp:137100		1	1000651	1000001|1000002	985	1195	2241	0.645
652	10	10652	0	0	1	user.xp:7100,user.gold:80000,user.hero_exp:137100		1	1000652	1000001|1000002	987	1196	2244	0.6467
653	10	10653	0	0	1	user.xp:7100,user.gold:80000,user.hero_exp:137600		1	1000653	1000001|1000002	988	1198	2247	0.6483
654	10	10654	0	0	1	user.bindcash:25,user.xp:7100,user.gold:80000,user.hero_exp:137600		1	1000654	1000001|1000002	990	1200	2250	0.65
655	10	10655	0	0	1	user.xp:7100,user.gold:81000,user.hero_exp:138100		1	1000655	1000001|1000002	991	1201	2253	0.6517
656	10	10656	0	0	1	user.xp:7100,user.gold:81000,user.hero_exp:138100		1	1000656	1000001|1000002	992	1203	2256	0.6534
657	10	10657	0	0	1	user.bindcash:25,user.xp:7100,user.gold:81000,user.hero_exp:138100		1	1000657	1000001|1000002	994	1204	2259	0.6551
658	10	10658	0	0	1	user.xp:7200,user.gold:81000,user.hero_exp:138700		1	1000658	1000001|1000002	995	1206	2262	0.6568
659	10	10659	0	0	1	user.xp:7200,user.gold:81000,user.hero_exp:138700		1	1000659	1000001|1000002	997	1208	2265	0.6586
660	10	10660	0	0	1	user.bindcash:25,user.xp:7200,user.gold:81000,user.hero_exp:139300		1	1000660	1000001|1000002	998	1209	2268	0.6603
661	10	10661	0	0	1	user.xp:7200,user.gold:81000,user.hero_exp:139300		1	1000661	1000001|1000002	1000	1211	2271	0.662
662	10	10662	0	0	1	user.xp:7200,user.gold:81000,user.hero_exp:139300		1	1000662	1000001|1000002	1001	1213	2274	0.6637
663	10	10663	0	0	1	user.bindcash:25,user.xp:7200,user.gold:82000,user.hero_exp:140000		1	1000663	1000001|1000002	1003	1214	2277	0.6655
664	10	10664	0	0	1	user.xp:7200,user.gold:82000,user.hero_exp:140000		1	1000664	1000001|1000002	1004	1216	2281	0.6672
665	10	10665	0	0	1	user.xp:7300,user.gold:82000,user.hero_exp:140700		1	1000665	1000001|1000002	1005	1218	2284	0.6689
666	10	10666	0	0	1	user.bindcash:25,user.xp:7300,user.gold:82000,user.hero_exp:140700		1	1000666	1000001|1000002	1007	1219	2287	0.6707
667	10	10667	0	0	1	user.xp:7300,user.gold:82000,user.hero_exp:140700		1	1000667	1000001|1000002	1008	1221	2290	0.6724
668	10	10668	0	0	1	user.xp:7300,user.gold:83000,user.hero_exp:141400		1	1000668	1000001|1000002	1010	1223	2293	0.6742
669	10	10669	0	0	1	user.bindcash:25,user.xp:7300,user.gold:83000,user.hero_exp:141400		1	1000669	1000001|1000002	1011	1224	2296	0.676
670	10	10670	0	0	1	user.xp:7300,user.gold:83000,user.hero_exp:142200		1	1000670	1000001|1000002	1013	1226	2300	0.6777
671	10	10671	0	0	1	user.xp:7300,user.gold:83000,user.hero_exp:142200		1	1000671	1000001|1000002	1014	1228	2303	0.6795
672	10	10672	0	0	1	user.bindcash:25,user.xp:7300,user.gold:83000,user.hero_exp:142200		1	1000672	1000001|1000002	1016	1230	2306	0.6813
673	10	10673	0	0	1	user.xp:7400,user.gold:84000,user.hero_exp:143000		1	1000673	1000001|1000002	1017	1231	2309	0.6831
674	10	10674	0	0	1	user.xp:7400,user.gold:84000,user.hero_exp:143000		1	1000674	1000001|1000002	1019	1233	2312	0.6848
675	10	10675	0	0	1	user.bindcash:25,user.xp:7400,user.gold:84000,user.hero_exp:143900		1	1000675	1000001|1000002	1020	1235	2316	0.6866
676	10	10676	0	0	1	user.xp:7400,user.gold:84000,user.hero_exp:143900		1	1000676	1000001|1000002	1022	1236	2319	0.6884
677	10	10677	0	0	1	user.xp:7400,user.gold:84000,user.hero_exp:143900		1	1000677	1000001|1000002	1023	1238	2322	0.6902
678	10	10678	0	0	1	user.bindcash:25,user.xp:7500,user.gold:85000,user.hero_exp:144800		1	1000678	1000001|1000002	1025	1240	2325	0.692
679	10	10679	0	0	1	user.xp:7500,user.gold:85000,user.hero_exp:144800		1	1000679	1000001|1000002	1026	1242	2328	0.6938
680	10	10680	0	0	1	user.xp:7500,user.gold:85000,user.hero_exp:145800		1	1000680	1000001|1000002	1028	1243	2332	0.6956
681	10	10681	0	0	1	user.bindcash:25,user.xp:7500,user.gold:85000,user.hero_exp:145800		1	1000681	1000001|1000002	1029	1245	2335	0.6975
682	10	10682	0	0	1	user.xp:7500,user.gold:85000,user.hero_exp:145800		1	1000682	1000001|1000002	1031	1247	2338	0.6993
683	10	10683	0	0	1	user.xp:7600,user.gold:86000,user.hero_exp:146800		1	1000683	1000001|1000002	1032	1249	2342	0.7011
684	10	10684	0	0	1	user.bindcash:25,user.xp:7600,user.gold:86000,user.hero_exp:146800		1	1000684	1000001|1000002	1034	1250	2345	0.7029
685	10	10685	0	0	1	user.xp:7600,user.gold:86000,user.hero_exp:147800		1	1000685	1000001|1000002	1036	1252	2348	0.7048
686	10	10686	0	0	1	user.xp:7600,user.gold:86000,user.hero_exp:147800		1	1000686	1000001|1000002	1037	1254	2351	0.7066
687	10	10687	0	0	1	user.bindcash:25,user.xp:7600,user.gold:86000,user.hero_exp:147800		1	1000687	1000001|1000002	1039	1256	2355	0.7084
688	10	10688	0	0	1	user.xp:7700,user.gold:87000,user.hero_exp:148900		1	1000688	1000001|1000002	1040	1257	2358	0.7103
689	10	10689	0	0	1	user.xp:7700,user.gold:87000,user.hero_exp:148900		1	1000689	1000001|1000002	1042	1259	2361	0.7121
690	10	10690	0	0	1	user.bindcash:25,user.xp:7700,user.gold:88000,user.hero_exp:150100		1	1000690	1000001|1000002	1043	1261	2365	0.714
691	10	10691	0	0	1	user.xp:7700,user.gold:88000,user.hero_exp:150100		1	1000691	1000001|1000002	1045	1263	2368	0.7159
692	10	10692	0	0	1	user.xp:7700,user.gold:88000,user.hero_exp:150100		1	1000692	1000001|1000002	1046	1265	2372	0.7177
693	10	10693	0	0	1	user.bindcash:25,user.xp:7800,user.gold:88000,user.hero_exp:151200		1	1000693	1000001|1000002	1048	1266	2375	0.7196
694	10	10694	0	0	1	user.xp:7800,user.gold:88000,user.hero_exp:151200		1	1000694	1000001|1000002	1050	1268	2378	0.7215
695	10	10695	0	0	1	user.xp:7900,user.gold:89000,user.hero_exp:152500		1	1000695	1000001|1000002	1051	1270	2382	0.7234
696	10	10696	0	0	1	user.bindcash:25,user.xp:7900,user.gold:89000,user.hero_exp:152500		1	1000696	1000001|1000002	1053	1272	2385	0.7252
697	10	10697	0	0	1	user.xp:7900,user.gold:89000,user.hero_exp:152500		1	1000697	1000001|1000002	1054	1274	2388	0.7271
698	10	10698	0	0	1	user.xp:7900,user.gold:90000,user.hero_exp:153700		1	1000698	1000001|1000002	1056	1275	2392	0.729
699	10	10699	0	0	1	user.bindcash:25,user.xp:7900,user.gold:90000,user.hero_exp:153700		1	1000699	1000001|1000002	1058	1277	2395	0.7309
700	10	10700	0	0	1	user.xp:8000,user.gold:90000,user.hero_exp:154200		1	1000700	1000001|1000002	1059	1279	2399	0.7328
701	10	10701	0	0	1	user.xp:8000,user.gold:90000,user.hero_exp:154200		1	1000701	1000001|1000002	1061	1281	2402	0.7347
702	10	10702	0	0	1	user.bindcash:25,user.xp:8000,user.gold:90000,user.hero_exp:154200		1	1000702	1000001|1000002	1062	1283	2406	0.7366
703	10	10703	0	0	1	user.xp:8000,user.gold:90000,user.hero_exp:154700		1	1000703	1000001|1000002	1064	1285	2409	0.7386
704	10	10704	0	0	1	user.xp:8000,user.gold:90000,user.hero_exp:154700		1	1000704	1000001|1000002	1066	1286	2412	0.7405
705	10	10705	0	0	1	user.bindcash:25,user.xp:8000,user.gold:91000,user.hero_exp:155200		1	1000705	1000001|1000002	1067	1288	2416	0.7424
706	10	10706	0	0	1	user.xp:8000,user.gold:91000,user.hero_exp:155200		1	1000706	1000001|1000002	1069	1290	2419	0.7443
707	10	10707	0	0	1	user.xp:8000,user.gold:91000,user.hero_exp:155200		1	1000707	1000001|1000002	1070	1292	2423	0.7463
708	10	10708	0	0	1	user.bindcash:25,user.xp:8000,user.gold:91000,user.hero_exp:155800		1	1000708	1000001|1000002	1072	1294	2426	0.7482
709	10	10709	0	0	1	user.xp:8000,user.gold:91000,user.hero_exp:155800		1	1000709	1000001|1000002	1074	1296	2430	0.7502
710	10	10710	0	0	1	user.xp:8100,user.gold:91000,user.hero_exp:156400		1	1000710	1000001|1000002	1075	1298	2433	0.7521
711	10	10711	0	0	1	user.bindcash:25,user.xp:8100,user.gold:91000,user.hero_exp:156400		1	1000711	1000001|1000002	1077	1299	2437	0.7541
712	10	10712	0	0	1	user.xp:8100,user.gold:91000,user.hero_exp:156400		1	1000712	1000001|1000002	1079	1301	2440	0.756
713	10	10713	0	0	1	user.xp:8100,user.gold:92000,user.hero_exp:157100		1	1000713	1000001|1000002	1080	1303	2444	0.758
714	10	10714	0	0	1	user.bindcash:25,user.xp:8100,user.gold:92000,user.hero_exp:157100		1	1000714	1000001|1000002	1082	1305	2448	0.76
715	10	10715	0	0	1	user.xp:8100,user.gold:92000,user.hero_exp:157800		1	1000715	1000001|1000002	1084	1307	2451	0.7619
716	10	10716	0	0	1	user.xp:8100,user.gold:92000,user.hero_exp:157800		1	1000716	1000001|1000002	1085	1309	2455	0.7639
717	10	10717	0	0	1	user.bindcash:25,user.xp:8100,user.gold:92000,user.hero_exp:157800		1	1000717	1000001|1000002	1087	1311	2458	0.7659
718	10	10718	0	0	1	user.xp:8200,user.gold:93000,user.hero_exp:158500		1	1000718	1000001|1000002	1089	1313	2462	0.7679
719	10	10719	0	0	1	user.xp:8200,user.gold:93000,user.hero_exp:158500		1	1000719	1000001|1000002	1090	1315	2465	0.7699
720	10	10720	0	0	1	user.bindcash:25,user.xp:8200,user.gold:93000,user.hero_exp:159300		1	1000720	1000001|1000002	1092	1317	2469	0.7719
721	10	10721	0	0	1	user.xp:8200,user.gold:93000,user.hero_exp:159300		1	1000721	1000001|1000002	1094	1318	2473	0.7739
722	10	10722	0	0	1	user.xp:8200,user.gold:93000,user.hero_exp:159300		1	1000722	1000001|1000002	1095	1320	2476	0.7759
723	10	10723	0	0	1	user.bindcash:25,user.xp:8300,user.gold:94000,user.hero_exp:160100		1	1000723	1000001|1000002	1097	1322	2480	0.7779
724	10	10724	0	0	1	user.xp:8300,user.gold:94000,user.hero_exp:160100		1	1000724	1000001|1000002	1099	1324	2483	0.7799
725	10	10725	0	0	1	user.xp:8300,user.gold:94000,user.hero_exp:161000		1	1000725	1000001|1000002	1100	1326	2487	0.7819
726	10	10726	0	0	1	user.bindcash:25,user.xp:8300,user.gold:94000,user.hero_exp:161000		1	1000726	1000001|1000002	1102	1328	2491	0.7839
727	10	10727	0	0	1	user.xp:8300,user.gold:94000,user.hero_exp:161000		1	1000727	1000001|1000002	1104	1330	2494	0.7859
728	10	10728	0	0	1	user.xp:8400,user.gold:95000,user.hero_exp:161900		1	1000728	1000001|1000002	1105	1332	2498	0.788
729	10	10729	0	0	1	user.bindcash:25,user.xp:8400,user.gold:95000,user.hero_exp:161900		1	1000729	1000001|1000002	1107	1334	2502	0.79
730	10	10730	0	0	1	user.xp:8400,user.gold:95000,user.hero_exp:162900		1	1000730	1000001|1000002	1109	1336	2505	0.7921
731	10	10731	0	0	1	user.xp:8400,user.gold:95000,user.hero_exp:162900		1	1000731	1000001|1000002	1111	1338	2509	0.7941
732	10	10732	0	0	1	user.bindcash:25,user.xp:8400,user.gold:95000,user.hero_exp:162900		1	1000732	1000001|1000002	1112	1340	2513	0.7961
733	10	10733	0	0	1	user.xp:8500,user.gold:96000,user.hero_exp:163900		1	1000733	1000001|1000002	1114	1342	2516	0.7982
734	10	10734	0	0	1	user.xp:8500,user.gold:96000,user.hero_exp:163900		1	1000734	1000001|1000002	1116	1344	2520	0.8003
735	10	10735	0	0	1	user.bindcash:25,user.xp:8500,user.gold:96000,user.hero_exp:164900		1	1000735	1000001|1000002	1117	1346	2524	0.8023
736	10	10736	0	0	1	user.xp:8500,user.gold:96000,user.hero_exp:164900		1	1000736	1000001|1000002	1119	1348	2528	0.8044
737	10	10737	0	0	1	user.xp:8500,user.gold:96000,user.hero_exp:164900		1	1000737	1000001|1000002	1121	1350	2531	0.8065
738	10	10738	0	0	1	user.bindcash:25,user.xp:8600,user.gold:97000,user.hero_exp:166000		1	1000738	1000001|1000002	1123	1352	2535	0.8085
739	10	10739	0	0	1	user.xp:8600,user.gold:97000,user.hero_exp:166000		1	1000739	1000001|1000002	1124	1354	2539	0.8106
740	10	10740	0	0	1	user.xp:8600,user.gold:98000,user.hero_exp:167100		1	1000740	1000001|1000002	1126	1356	2542	0.8127
741	10	10741	0	0	1	user.bindcash:25,user.xp:8600,user.gold:98000,user.hero_exp:167100		1	1000741	1000001|1000002	1128	1358	2546	0.8148
742	10	10742	0	0	1	user.xp:8600,user.gold:98000,user.hero_exp:167100		1	1000742	1000001|1000002	1130	1360	2550	0.8169
743	10	10743	0	0	1	user.xp:8700,user.gold:98000,user.hero_exp:168300		1	1000743	1000001|1000002	1132	1362	2554	0.819
744	10	10744	arena6	0	1	user.bindcash:25,user.xp:8700,user.gold:98000,user.hero_exp:168300		1	1000744	1000001|1000002	1133	1364	2558	0.8211
745	10	10745	0	0	1	user.xp:8700,user.gold:99000,user.hero_exp:169500		1	1000745	1000001|1000002	1135	1366	2561	0.8232
746	10	10746	0	0	1	user.xp:8700,user.gold:99000,user.hero_exp:169500		1	1000746	1000001|1000002	1137	1368	2565	0.8253
747	10	10747	0	0	1	user.bindcash:25,user.xp:8700,user.gold:99000,user.hero_exp:169500		1	1000747	1000001|1000002	1139	1370	2569	0.8275
748	10	10748	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000748	1000001|1000002	1140	1372	2573	0.8296
749	10	10749	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000749	1000001|1000002	1142	1374	2577	0.8317
750	10	10750	abyss	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1144	1376	2580	0.8338
751	10	10751	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1146	1378	2584	0.836
752	10	10752	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1148	1380	2588	0.8381
753	10	10753	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1149	1382	2592	0.8403
754	10	10754	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1151	1384	2596	0.8424
755	10	10755	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1153	1386	2600	0.8446
756	10	10756	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1155	1388	2604	0.8467
757	10	10757	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1157	1390	2608	0.8489
758	10	10758	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1158	1393	2612	0.8511
759	10	10759	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1160	1395	2615	0.8532
760	10	10760	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1162	1397	2619	0.8554
761	10	10761	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1164	1399	2623	0.8576
762	10	10762	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1166	1401	2627	0.8598
763	10	10763	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1168	1403	2631	0.862
764	10	10764	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1169	1405	2635	0.8642
765	10	10765	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1171	1407	2639	0.8664
766	10	10766	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1173	1409	2643	0.8686
767	10	10767	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1175	1412	2647	0.8708
768	10	10768	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1177	1414	2651	0.873
769	10	10769	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1179	1416	2655	0.8752
770	10	10770	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1181	1418	2659	0.8775
771	10	10771	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1182	1420	2663	0.8797
772	10	10772	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1184	1422	2667	0.8819
773	10	10773	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1186	1424	2671	0.8842
774	10	10774	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1188	1426	2675	0.8864
775	10	10775	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1190	1429	2679	0.8886
776	10	10776	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1192	1431	2683	0.8909
777	10	10777	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1194	1433	2687	0.8932
778	10	10778	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1196	1435	2691	0.8954
779	10	10779	0	0	1	user.xp:8800,user.gold:100000,user.hero_exp:170800		1	1000750	1000001|1000002	1198	1437	2695	0.8977
780	10	10780	0	0	1	material.399998:1,user.bindcash:25,user.xp:8800,user.gold:100000,user.hero_exp:171200		1	1000750	1000001|1000002	1200	1440	2700	0.9
